CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,failed_transactions_last_30_days,Churn Risk Probability,Churn Risk (%),Risk Tier
735,France,Male,77,7,101851.52440189174,2,0,0,163109.75260222622,0,1,0.0,0.0,Low Risk
367,Spain,Male,76,4,158051.97469855266,4,1,1,61261.15790900742,0,0,0.04,4.0,Low Risk
758,France,Male,34,0,194445.53019115605,3,1,0,130756.66157930208,0,0,0.04,4.0,Low Risk
813,Spain,Female,38,2,231151.22880271295,1,0,0,78820.51046835094,0,0,0.0,0.0,Low Risk
697,Spain,Male,84,7,158925.51202589588,1,1,1,8904.789466894734,1,8,0.99,99.0,High Risk
585,Germany,Male,45,3,105165.43833441824,4,1,0,85561.22818694588,0,0,0.02,2.0,Low Risk
439,Spain,Male,61,8,105486.61566233414,1,1,0,115176.38654848385,0,1,0.01,1.0,Low Risk
581,Germany,Female,87,5,143594.2404220765,1,1,1,59814.35883397917,1,7,1.0,100.0,High Risk
756,Germany,Female,79,9,134510.22398155765,3,0,0,189779.6539470505,1,6,1.0,100.0,High Risk
386,Germany,Male,59,3,160203.65181060947,4,0,0,111613.06323600467,1,3,0.85,85.0,High Risk
378,France,Male,39,3,125852.60724305066,2,0,0,74300.23305768991,0,0,0.0,0.0,Low Risk
504,France,Female,55,9,14747.712926190705,1,0,1,147006.66678068307,0,0,0.0,0.0,Low Risk
636,Spain,Male,31,4,125182.08795232628,3,0,0,68190.63949683656,1,5,0.99,99.0,High Risk
553,Germany,Female,43,6,5633.316492369922,3,0,0,4950.984642683798,0,1,0.01,1.0,Low Risk
603,Germany,Male,57,6,45151.99091691147,1,0,0,1662.06628139256,0,2,0.47,47.0,Low Risk
679,Spain,Male,71,9,96856.91742257238,2,0,0,60400.9048354162,1,1,0.77,77.0,High Risk
429,Germany,Female,30,6,137827.07529955698,2,0,0,31205.24986798707,0,1,0.0,0.0,Low Risk
575,Spain,Male,36,4,46204.54479938618,4,1,0,70499.12500417992,0,1,0.01,1.0,Low Risk
482,Germany,Male,59,8,69075.16469789407,4,0,0,153934.43486690527,0,0,0.01,1.0,Low Risk
567,France,Male,58,1,93552.74863256136,4,1,1,61817.020569110675,1,4,0.92,92.0,High Risk
621,Spain,Female,67,7,49303.80098991649,3,1,0,111933.87469792078,0,0,0.0,0.0,Low Risk
811,Spain,Female,20,9,249690.89136112825,2,1,0,183929.93456313503,0,1,0.0,0.0,Low Risk
377,France,Male,48,7,201178.32117341505,4,0,1,139661.58902529004,0,1,0.0,0.0,Low Risk
638,Spain,Male,32,2,202734.1543111359,3,1,1,112356.01179672228,0,0,0.0,0.0,Low Risk
808,France,Male,71,4,142215.96414880126,2,0,0,173412.4762275905,0,0,0.0,0.0,Low Risk
537,Germany,Male,70,7,240331.1550460873,1,0,1,66135.48067768339,1,4,0.98,98.0,High Risk
433,France,Female,62,9,183050.16451041415,4,0,0,39576.97099631956,0,0,0.02,2.0,Low Risk
491,France,Female,55,8,82719.6583731335,4,1,0,149436.4277159734,0,1,0.01,1.0,Low Risk
655,Spain,Female,67,6,152631.66497847953,2,1,1,11768.184101552732,0,0,0.0,0.0,Low Risk
577,Germany,Male,41,3,135925.01167774378,1,0,1,84842.23908799501,0,0,0.01,1.0,Low Risk
317,France,Male,34,3,145072.20591117043,1,1,0,57422.429049486,0,0,0.01,1.0,Low Risk
823,Germany,Female,35,2,204431.6681274177,3,0,1,194265.2872732113,1,3,0.8,80.0,High Risk
479,France,Male,59,10,127390.46601629806,4,1,1,75425.35515417664,0,0,0.01,1.0,Low Risk
422,Spain,Male,34,7,182160.1255594983,1,1,1,132689.1911494893,0,0,0.0,0.0,Low Risk
545,France,Female,33,5,62649.19508290073,3,1,1,53704.234647119534,0,0,0.0,0.0,Low Risk
672,France,Male,69,9,233015.4863120191,4,0,1,196634.6804369192,0,1,0.06,6.0,Low Risk
350,Germany,Female,53,5,21595.539846783224,4,1,1,36086.5367593969,0,1,0.09,9.0,Low Risk
370,France,Male,56,9,248394.977986668,4,0,1,181341.49009305928,0,0,0.02,2.0,Low Risk
779,Spain,Male,42,9,158168.27707333228,4,1,0,89079.87058507632,0,1,0.0,0.0,Low Risk
318,Spain,Male,59,8,117487.86715275656,1,1,0,85460.83609222817,0,1,0.03,3.0,Low Risk
383,France,Male,38,10,77695.5328188846,1,0,0,140262.43328847963,0,1,0.0,0.0,Low Risk
454,France,Male,85,2,101285.47147389388,1,1,1,18672.568447250873,1,5,0.99,99.0,High Risk
656,Germany,Female,76,3,195605.8248751142,2,0,0,109342.98678975768,1,3,0.93,93.0,High Risk
742,Germany,Female,47,2,34858.24074923838,2,0,0,44001.931671386905,0,2,0.11,11.0,Low Risk
368,Spain,Male,74,2,63171.284865242174,4,1,0,31432.766508783578,0,0,0.01,1.0,Low Risk
822,Germany,Male,50,0,30931.843711838104,1,0,1,175496.12906818395,1,5,0.97,97.0,High Risk
442,France,Female,70,9,106663.62988329092,3,1,1,199457.38440992788,1,4,0.92,92.0,High Risk
491,Spain,Female,33,5,96805.6716038161,1,0,1,194239.6595380332,0,2,0.07,7.0,Low Risk
686,Germany,Male,66,8,162196.22587304987,3,0,1,164234.05239712392,0,0,0.03,3.0,Low Risk
677,Spain,Female,22,4,248928.9787038543,4,1,1,183994.92713636387,0,0,0.0,0.0,Low Risk
834,France,Female,77,9,223089.8173905697,4,0,1,184843.26640818256,1,3,0.88,88.0,High Risk
592,Germany,Female,88,1,220094.42307750537,4,0,0,35280.52832660079,1,6,0.99,99.0,High Risk
308,France,Male,72,9,161427.04395177093,1,0,1,17148.836463155785,1,3,0.99,99.0,High Risk
570,France,Female,52,3,67652.07408179632,1,0,0,25365.85120841731,0,0,0.02,2.0,Low Risk
686,Spain,Female,86,5,96021.41493015634,3,1,1,32529.25103154995,0,1,0.02,2.0,Low Risk
392,Spain,Female,59,6,62530.53256663188,3,1,1,164491.17270813274,0,2,0.07,7.0,Low Risk
828,Spain,Female,86,6,33771.00249307624,2,1,0,188255.55885567932,0,0,0.03,3.0,Low Risk
453,Germany,Male,41,3,109007.81132272228,4,0,1,70374.24436184044,0,1,0.01,1.0,Low Risk
704,Germany,Female,88,9,224383.76304266584,3,0,0,6882.388431299713,0,0,0.0,0.0,Low Risk
448,Spain,Female,88,9,185960.27514537636,1,1,0,61502.96462566035,0,0,0.01,1.0,Low Risk
566,Germany,Female,72,4,246209.4739768788,3,1,0,141230.64818940245,1,3,0.96,96.0,High Risk
721,Germany,Male,31,3,48704.28501268381,2,1,0,188581.5399607591,0,1,0.04,4.0,Low Risk
771,Spain,Male,72,9,125136.01396172451,1,0,0,89944.30273752986,0,0,0.01,1.0,Low Risk
846,France,Male,32,5,198261.5246803912,1,1,0,67220.09545417904,0,3,0.73,73.0,Medium Risk
825,Germany,Female,22,10,115115.29922306952,1,0,1,130648.1425773155,0,0,0.01,1.0,Low Risk
802,Germany,Female,21,6,88763.59479226146,3,0,1,42233.234547874505,0,1,0.0,0.0,Low Risk
313,France,Female,47,1,203971.7035143003,4,1,0,153165.14290350626,0,0,0.0,0.0,Low Risk
663,France,Male,70,9,107577.01079893242,4,0,1,82812.55498085861,1,2,0.74,74.0,Medium Risk
418,France,Female,90,2,228241.85053947783,4,1,1,195454.50628372724,0,0,0.02,2.0,Low Risk
537,Spain,Female,47,10,67100.3499433285,4,1,0,186824.4176041771,0,0,0.0,0.0,Low Risk
845,France,Male,78,7,224113.4386521599,4,0,0,133077.10164971795,1,2,0.21,21.0,Low Risk
468,Spain,Female,88,6,69615.21027517862,1,0,0,129599.7975232136,1,5,0.96,96.0,High Risk
821,France,Female,85,0,72391.07831852193,1,1,0,24638.840690531953,1,2,0.71,71.0,Medium Risk
815,France,Male,72,3,105146.06794769425,3,1,0,56196.25195264423,1,0,0.74,74.0,Medium Risk
696,Spain,Male,88,4,128952.96389788738,1,1,0,172387.2490391182,1,6,1.0,100.0,High Risk
405,Spain,Male,90,2,104556.27240041092,3,1,0,72603.16124348502,0,1,0.04,4.0,Low Risk
384,France,Male,59,3,215537.2725635108,3,1,0,84830.96440710106,0,0,0.0,0.0,Low Risk
513,France,Male,46,9,198892.27279036248,2,1,0,167966.21595106053,0,1,0.01,1.0,Low Risk
420,France,Female,52,9,77465.87077659786,1,0,0,85390.890948076,0,0,0.0,0.0,Low Risk
431,Germany,Male,62,9,127879.970936816,3,0,1,170003.8337804043,0,0,0.0,0.0,Low Risk
496,France,Female,91,6,107757.4707688194,4,0,0,13895.109630561006,0,0,0.0,0.0,Low Risk
318,Spain,Female,46,7,14017.580815595038,4,1,1,138218.14026364015,0,0,0.02,2.0,Low Risk
311,Germany,Male,87,8,187036.7411958339,2,0,0,12611.23027407732,1,4,0.99,99.0,High Risk
380,Spain,Male,20,1,45416.65302596984,3,1,1,158004.59588845877,0,0,0.0,0.0,Low Risk
629,Germany,Female,74,3,233535.43133589855,1,1,1,110448.0830795356,0,0,0.0,0.0,Low Risk
691,Germany,Female,83,0,99444.5999696822,4,0,1,111178.9457113229,1,7,1.0,100.0,High Risk
606,Spain,Female,39,2,155564.49755090402,4,0,0,75343.89941459996,0,1,0.0,0.0,Low Risk
566,Germany,Male,44,7,204574.83499509603,2,1,0,180668.22854946495,0,0,0.02,2.0,Low Risk
746,Spain,Female,39,6,45074.18332939034,4,0,0,101823.899011856,0,0,0.0,0.0,Low Risk
740,France,Male,91,7,135284.0879325067,3,1,1,52094.82380747848,0,1,0.04,4.0,Low Risk
301,Germany,Female,66,10,59354.948565906365,2,0,0,164827.73278148787,1,2,0.8,80.0,High Risk
819,Spain,Female,41,5,127417.68810019344,4,0,0,189627.20144550424,0,3,0.3,30.0,Low Risk
608,Germany,Female,44,4,144859.00418997277,1,0,1,48465.80619596977,0,0,0.01,1.0,Low Risk
821,Spain,Male,53,9,42285.27497679757,3,0,1,121056.8362032711,0,2,0.14,14.0,Low Risk
768,France,Male,34,8,145204.64443305857,4,0,0,117718.4721596773,1,0,0.61,61.0,Medium Risk
511,France,Female,73,4,113727.00148219558,1,0,0,121927.93303722792,0,0,0.02,2.0,Low Risk
411,Germany,Female,27,8,130499.91052401612,3,0,1,112851.10839166534,0,0,0.0,0.0,Low Risk
307,Germany,Female,71,3,226241.7546802116,4,1,0,20044.46467066901,1,7,0.99,99.0,High Risk
776,Spain,Male,91,4,120950.78219121574,2,0,0,82503.19475810688,1,3,0.92,92.0,High Risk
759,Spain,Male,91,0,119037.13464722912,1,1,1,197143.27747191413,0,0,0.0,0.0,Low Risk
552,Germany,Male,55,5,117599.65202105956,4,1,1,17649.86119799274,0,1,0.01,1.0,Low Risk
825,Spain,Male,21,2,155776.32119937552,2,0,0,133930.27324968926,0,0,0.0,0.0,Low Risk
737,Spain,Male,67,10,91879.32884362982,3,1,0,178860.91752346882,1,6,0.99,99.0,High Risk
535,Spain,Female,78,9,200340.02408998745,3,0,1,40139.536737500595,1,5,0.99,99.0,High Risk
605,Germany,Female,38,1,71512.52832847906,1,0,1,160485.89382054724,0,1,0.03,3.0,Low Risk
777,France,Female,53,5,74886.55019224361,1,0,0,48362.52104548921,1,5,1.0,100.0,High Risk
319,France,Male,63,0,147187.55987393955,3,1,0,6085.4796513565,1,4,0.98,98.0,High Risk
515,Spain,Female,88,8,64972.33693531082,2,0,1,104231.22387062182,0,1,0.01,1.0,Low Risk
434,Germany,Male,61,4,22486.54910084702,3,1,0,142177.63120706903,1,5,1.0,100.0,High Risk
428,Spain,Male,81,6,51396.384989320475,4,1,1,39396.21700819817,0,1,0.08,8.0,Low Risk
709,France,Female,35,10,228414.34441858943,4,0,0,14095.247438409691,0,0,0.02,2.0,Low Risk
721,Spain,Female,30,9,2675.147517621351,2,0,1,110696.1001889112,0,0,0.0,0.0,Low Risk
593,France,Male,30,8,33365.34622175527,4,0,1,29552.80652891714,0,1,0.0,0.0,Low Risk
545,Germany,Male,42,8,189509.90878044235,4,1,1,36871.200111820064,0,0,0.0,0.0,Low Risk
385,Spain,Female,22,6,244965.21034980903,1,1,1,140694.17145131022,0,0,0.0,0.0,Low Risk
674,Germany,Male,56,3,172046.32387560527,4,0,1,122425.27889757528,1,3,0.98,98.0,High Risk
745,Spain,Male,46,3,230583.6217067008,2,1,1,189395.1276889837,0,0,0.0,0.0,Low Risk
677,Spain,Male,74,6,213808.9391777409,3,0,0,64689.92683429782,0,0,0.01,1.0,Low Risk
689,Spain,Female,63,7,119992.537984916,2,0,1,42885.94599758192,0,1,0.01,1.0,Low Risk
350,Spain,Male,50,6,83380.81133946379,1,1,0,131151.4073179981,0,0,0.0,0.0,Low Risk
541,Spain,Male,27,10,158059.46592747938,2,1,0,194399.7816142856,0,0,0.0,0.0,Low Risk
593,Germany,Male,75,9,133388.35273850543,3,1,1,110700.25574487395,1,6,1.0,100.0,High Risk
565,Germany,Male,42,3,6457.329911063181,3,0,1,58770.35739888133,0,0,0.0,0.0,Low Risk
419,France,Male,91,3,239324.2925206265,2,1,0,182094.8447243616,0,1,0.02,2.0,Low Risk
547,Spain,Male,56,7,142561.84136841953,3,1,1,122083.06407842303,0,0,0.0,0.0,Low Risk
369,France,Male,33,8,218622.94791941732,1,0,1,42553.56706066469,0,0,0.0,0.0,Low Risk
356,Germany,Female,77,6,183657.5427510811,2,1,0,189923.6095240016,1,7,0.96,96.0,High Risk
681,France,Female,45,2,85208.24834138497,4,1,1,54609.34853727886,0,0,0.0,0.0,Low Risk
338,Germany,Female,61,9,225289.49805027203,2,1,1,179697.76341443442,0,1,0.08,8.0,Low Risk
742,Spain,Male,75,0,197605.58827619627,4,1,1,122921.1280049256,1,10,0.98,98.0,High Risk
317,France,Female,49,4,107447.9067259714,4,1,1,100534.44923319088,1,3,0.94,94.0,High Risk
651,France,Female,80,5,210119.5620008055,2,0,1,66520.10799257304,1,8,0.99,99.0,High Risk
597,France,Male,62,10,67888.08317255415,3,0,0,23779.193319255715,1,5,1.0,100.0,High Risk
582,France,Female,70,8,167670.8697062839,4,0,1,48970.05346555052,0,0,0.01,1.0,Low Risk
409,Spain,Male,78,4,28645.437058583855,4,0,0,66208.40041561173,0,0,0.0,0.0,Low Risk
479,Germany,Male,67,0,216441.93385341132,2,0,1,57754.547591685914,1,2,0.25,25.0,Low Risk
843,Germany,Male,44,10,182358.1667369733,4,1,0,14674.66767305678,0,2,0.27,27.0,Low Risk
324,Spain,Female,43,10,38141.95781524693,2,1,1,115960.4961936468,0,0,0.0,0.0,Low Risk
356,Germany,Male,20,3,5333.651315558047,4,0,1,95041.16970991695,1,6,0.92,92.0,High Risk
479,France,Female,56,1,97466.96871573056,4,1,1,21301.509855128385,1,1,0.62,62.0,Medium Risk
531,Spain,Male,82,3,168818.14766100302,2,1,1,92776.15297749166,0,1,0.01,1.0,Low Risk
642,Germany,Male,52,6,70786.85162650894,2,1,0,15802.121066781572,1,3,0.96,96.0,High Risk
776,Spain,Female,70,8,243313.79699516532,1,0,0,186306.5510639668,1,4,0.98,98.0,High Risk
754,Spain,Male,63,2,233670.3470529942,3,0,1,51823.15884768873,0,0,0.01,1.0,Low Risk
531,Germany,Female,85,2,149485.11613023496,1,1,0,144967.6213504956,0,2,0.27,27.0,Low Risk
588,Germany,Male,39,10,78899.76814668185,2,0,0,50257.34423458267,0,1,0.0,0.0,Low Risk
512,Spain,Male,77,3,224067.31296393892,4,0,0,94907.84358988923,1,5,1.0,100.0,High Risk
557,Spain,Male,23,6,200867.710190716,3,1,0,186653.91793990647,1,9,0.98,98.0,High Risk
829,Germany,Male,69,5,21538.58818228377,2,0,0,174338.71005031365,1,5,0.98,98.0,High Risk
528,Spain,Male,90,4,119080.70740653516,1,1,0,155778.35168098274,1,6,0.99,99.0,High Risk
525,Germany,Male,90,3,245303.72380218256,4,0,0,158040.3382219258,1,1,0.67,67.0,Medium Risk
734,Spain,Male,46,7,113476.34356451666,4,1,1,164694.18018255173,0,0,0.01,1.0,Low Risk
701,Spain,Male,60,3,233227.11748337583,2,1,1,148529.74985481935,1,1,0.6,60.0,Medium Risk
387,Spain,Female,91,2,244322.33590733912,4,0,0,179372.16166051698,0,0,0.02,2.0,Low Risk
841,Germany,Female,51,6,96839.81199616632,1,1,0,70053.55156400561,0,0,0.02,2.0,Low Risk
608,France,Female,48,1,241139.61926105712,4,1,0,105230.27055548354,0,2,0.12,12.0,Low Risk
642,Germany,Male,63,3,34485.13415608673,1,0,1,129286.38592884486,0,0,0.0,0.0,Low Risk
735,Spain,Female,21,7,40029.86112898396,4,1,0,39567.200250081434,1,5,0.98,98.0,High Risk
476,France,Female,19,3,69135.85239518477,3,0,1,100657.603030751,0,1,0.0,0.0,Low Risk
438,France,Male,22,9,116889.04668436549,2,0,1,24824.62848928208,0,0,0.0,0.0,Low Risk
493,Spain,Female,63,6,45256.19381352689,2,0,0,122332.01949075972,0,1,0.01,1.0,Low Risk
485,Germany,Male,36,1,85044.42587773691,4,0,0,19533.28134708148,0,1,0.0,0.0,Low Risk
517,France,Female,55,10,25913.276400050283,2,0,1,100675.56762092708,0,0,0.0,0.0,Low Risk
463,France,Female,76,4,107502.02822582278,3,1,1,92334.6828636558,1,6,1.0,100.0,High Risk
460,Germany,Female,89,3,206869.62102122704,1,1,1,22367.071571190536,1,6,1.0,100.0,High Risk
824,Germany,Female,37,8,148763.3845322492,3,0,0,87872.75758461638,0,0,0.01,1.0,Low Risk
341,France,Female,85,6,202539.78313234748,3,1,0,135564.58458958703,0,2,0.22,22.0,Low Risk
509,Germany,Male,70,8,33928.17381623636,1,0,1,118946.8816769346,0,2,0.08,8.0,Low Risk
574,France,Female,72,10,99858.94755968884,2,1,0,91614.83583277022,0,0,0.01,1.0,Low Risk
578,Spain,Male,56,9,9830.802356462247,1,0,1,72995.36910375238,0,1,0.01,1.0,Low Risk
550,Germany,Female,53,6,92494.76168579388,1,1,1,11487.087332788018,0,2,0.33,33.0,Low Risk
609,France,Male,75,1,153624.43393563508,1,1,1,191179.9488752454,0,0,0.0,0.0,Low Risk
439,Germany,Female,32,1,142217.30092029498,2,1,0,80547.51879776426,0,0,0.0,0.0,Low Risk
845,Germany,Female,18,1,15080.677794503534,1,1,1,83301.2736790103,0,0,0.03,3.0,Low Risk
829,France,Female,26,4,15514.862656937385,3,1,1,25677.280428318016,0,2,0.03,3.0,Low Risk
356,Spain,Female,40,0,76266.86944823316,1,0,0,106538.31610372064,1,3,0.87,87.0,High Risk
411,France,Female,69,6,192849.79244901377,1,1,1,195844.40721565223,0,0,0.02,2.0,Low Risk
304,Germany,Male,43,1,5144.185252566685,4,1,1,50612.56554171376,0,0,0.06,6.0,Low Risk
709,France,Female,77,3,153981.81370889783,4,0,1,62674.11103718772,1,7,0.97,97.0,High Risk
713,Germany,Female,35,8,45925.43230794843,3,1,1,47250.540390955735,1,4,0.96,96.0,High Risk
481,France,Male,75,7,236079.0606051104,2,1,1,173318.451077883,0,0,0.0,0.0,Low Risk
312,Spain,Female,82,9,107553.84469576026,4,0,1,95047.23469486772,0,0,0.0,0.0,Low Risk
638,Spain,Female,86,1,11970.980163787808,3,1,1,164706.46245019638,0,0,0.0,0.0,Low Risk
558,Spain,Female,31,3,178409.62007935604,4,1,1,170018.8678746239,0,1,0.0,0.0,Low Risk
389,Spain,Female,63,3,121152.35959340016,4,0,1,149820.44332973097,1,2,0.27,27.0,Low Risk
549,France,Female,86,1,220310.09471830193,2,1,0,52216.22401052978,1,5,1.0,100.0,High Risk
554,Spain,Male,49,1,162956.2766729008,2,1,0,7062.3876391707345,1,8,0.99,99.0,High Risk
407,France,Female,68,4,173131.41531057257,4,0,1,28666.444203503073,0,1,0.02,2.0,Low Risk
784,Germany,Male,86,10,191814.9643828087,4,1,0,139392.96004077082,1,8,0.99,99.0,High Risk
557,Germany,Female,32,3,105088.59368040538,2,0,0,148112.6219203972,0,0,0.0,0.0,Low Risk
581,Germany,Female,70,7,198136.7976295596,2,0,0,153277.67752843414,1,1,0.69,69.0,Medium Risk
387,Spain,Male,88,3,12655.742521578944,3,1,0,48801.41846403322,0,1,0.04,4.0,Low Risk
503,Spain,Female,86,7,191381.85117915407,4,0,0,30615.672027138975,1,4,0.99,99.0,High Risk
315,Spain,Female,32,4,159076.95933457118,2,0,1,184613.06899731111,0,1,0.0,0.0,Low Risk
450,Germany,Male,47,0,141666.260300378,4,1,1,132845.6762569279,1,10,0.99,99.0,High Risk
553,Germany,Female,41,8,79537.6548076541,3,0,1,148395.1407051669,0,1,0.01,1.0,Low Risk
487,Germany,Female,52,7,28528.152107808015,1,0,0,18790.04192108497,0,0,0.01,1.0,Low Risk
628,Germany,Male,86,0,161800.20433153585,4,1,0,82497.64201111498,1,7,0.98,98.0,High Risk
843,France,Male,29,2,117917.73344985332,3,1,0,12670.946272171115,0,0,0.0,0.0,Low Risk
696,France,Female,63,2,54461.213563164856,1,1,0,131553.76774433538,0,2,0.06,6.0,Low Risk
816,Spain,Female,86,4,10841.673178270672,4,0,0,97876.76228402242,1,4,0.83,83.0,High Risk
758,Spain,Female,53,6,134691.2918579995,3,1,1,90298.2693243594,0,1,0.0,0.0,Low Risk
629,Germany,Male,65,0,31574.0754956394,1,1,1,180582.43800691987,1,6,0.99,99.0,High Risk
468,France,Male,84,0,232354.84669576577,3,1,0,148026.31966711112,0,1,0.03,3.0,Low Risk
665,France,Female,71,9,37657.96462316812,3,0,0,192851.00307464393,0,3,0.23,23.0,Low Risk
477,Spain,Female,53,5,8006.349035136695,3,1,0,9263.408503935803,0,1,0.0,0.0,Low Risk
661,France,Female,69,4,65511.87850823625,3,0,0,123139.3537621018,1,7,1.0,100.0,High Risk
339,Spain,Male,39,2,43739.15325662162,1,0,0,126047.1359192505,0,0,0.0,0.0,Low Risk
715,Germany,Male,55,2,197809.55627494305,2,0,0,5318.361739878695,1,4,0.99,99.0,High Risk
654,Germany,Male,79,3,72335.65156363486,3,0,1,157418.336730003,0,0,0.0,0.0,Low Risk
554,Spain,Female,82,10,61310.13929334822,1,1,1,30731.440828065817,0,0,0.0,0.0,Low Risk
442,Germany,Female,20,9,248702.10205293668,3,0,1,140257.3934273278,0,1,0.01,1.0,Low Risk
310,Germany,Female,25,1,37515.447801221235,4,1,1,7574.41002022584,0,1,0.01,1.0,Low Risk
325,France,Male,56,8,21249.634396144247,4,1,1,122741.35222658188,1,2,0.65,65.0,Medium Risk
720,France,Female,35,3,76406.02646228834,2,1,0,104160.9515367118,0,2,0.04,4.0,Low Risk
520,France,Male,20,9,101272.58074064297,1,0,1,96660.55711178872,0,1,0.0,0.0,Low Risk
795,France,Female,35,2,190106.04441099873,4,1,0,73339.40648511339,0,0,0.0,0.0,Low Risk
536,France,Male,18,9,238860.97968038515,1,1,1,84053.38549765553,0,2,0.02,2.0,Low Risk
536,Spain,Female,43,10,190919.28454954785,4,1,1,95384.08658257568,0,0,0.0,0.0,Low Risk
518,Spain,Female,69,6,181659.61749168404,1,1,1,59544.92518829458,0,0,0.0,0.0,Low Risk
786,France,Male,29,8,247861.97593226036,3,0,0,187058.4192953237,0,0,0.0,0.0,Low Risk
760,Germany,Female,55,1,191340.9347667084,3,1,0,193000.6642035245,0,0,0.01,1.0,Low Risk
443,Germany,Male,58,5,34883.29610521376,4,0,1,59987.563429987706,1,2,0.46,46.0,Low Risk
488,Spain,Female,70,4,115382.43456034994,2,0,1,155740.56090118215,0,0,0.01,1.0,Low Risk
554,Spain,Female,30,0,125876.1549989272,4,1,1,150326.2473074385,0,0,0.0,0.0,Low Risk
367,Spain,Female,30,10,76202.5799235504,4,0,1,175117.72497065848,0,0,0.01,1.0,Low Risk
635,Germany,Male,35,6,41068.85637947039,2,1,0,779.1162632160889,0,1,0.01,1.0,Low Risk
708,Spain,Female,36,0,177935.13190697954,3,1,0,67630.21777023599,1,5,1.0,100.0,High Risk
599,Germany,Male,36,9,69373.66439129261,3,0,0,29006.111991242753,0,1,0.0,0.0,Low Risk
656,Spain,Female,87,8,156163.73354224287,4,1,1,78177.74199010679,0,0,0.01,1.0,Low Risk
555,Germany,Female,65,3,80647.43562679793,1,1,1,115129.86435076065,1,4,0.97,97.0,High Risk
652,Spain,Male,88,7,126559.08265248049,4,1,0,181770.6947013847,1,2,0.73,73.0,Medium Risk
820,Spain,Female,88,0,84263.20085109786,3,0,1,167924.41181179383,0,1,0.09,9.0,Low Risk
823,Germany,Female,45,4,102939.62044141574,1,1,0,99809.48397821712,0,0,0.07,7.0,Low Risk
583,Spain,Male,36,2,183016.62988128656,2,1,0,4710.189808510771,0,0,0.0,0.0,Low Risk
611,France,Male,65,3,220956.2267069762,3,0,0,60185.71511694802,0,0,0.01,1.0,Low Risk
398,Germany,Female,46,3,127186.43245417088,2,0,0,21330.950836283504,0,0,0.11,11.0,Low Risk
496,Spain,Male,65,7,152562.76543298046,3,1,1,130130.1069991952,1,6,1.0,100.0,High Risk
781,Germany,Male,36,9,216102.4561700355,3,1,0,139088.6815483055,1,5,0.98,98.0,High Risk
525,Spain,Female,64,9,35805.60027239621,1,1,0,129764.00151968506,0,0,0.0,0.0,Low Risk
664,France,Male,77,2,40549.49593845378,3,1,1,54950.646499112576,0,0,0.01,1.0,Low Risk
667,Spain,Male,65,0,89809.23856372664,4,1,1,183902.5488099128,0,0,0.02,2.0,Low Risk
374,Spain,Female,37,4,77267.0701587099,2,1,0,117705.3642442374,1,5,0.99,99.0,High Risk
341,France,Male,36,1,246593.4240692494,3,0,0,119453.76248346148,0,0,0.02,2.0,Low Risk
721,Germany,Male,59,10,141022.99374545302,4,0,1,163113.307433068,1,8,1.0,100.0,High Risk
480,Spain,Female,66,5,130976.65698976074,2,1,1,13858.239900744784,0,0,0.02,2.0,Low Risk
844,Spain,Female,32,3,144679.65994248987,4,0,1,41929.465317372946,1,4,0.84,84.0,High Risk
370,France,Male,77,8,218788.5938004644,3,0,1,117920.39605158343,0,0,0.02,2.0,Low Risk
404,Germany,Female,85,6,60886.942207569184,4,0,0,122090.4563275696,1,4,0.99,99.0,High Risk
499,Germany,Male,44,1,127741.81976080812,2,1,1,93358.42144034004,0,1,0.0,0.0,Low Risk
400,France,Male,72,6,67740.79819889364,2,0,1,155989.883958075,0,2,0.13,13.0,Low Risk
606,France,Male,32,9,195144.07774223157,2,0,0,69131.23383311243,0,0,0.0,0.0,Low Risk
676,Spain,Male,69,7,194278.81372572825,3,0,1,2256.6679782171595,0,0,0.01,1.0,Low Risk
698,France,Female,48,2,239357.42965358865,1,1,0,67998.45611901325,0,0,0.0,0.0,Low Risk
520,France,Female,24,2,111705.51496165452,4,0,1,193176.43202839955,0,1,0.02,2.0,Low Risk
481,France,Male,30,10,39662.763006886344,2,1,1,155809.33191832766,0,1,0.0,0.0,Low Risk
606,Germany,Female,71,1,224102.7228605211,2,1,0,63657.12472718839,0,0,0.0,0.0,Low Risk
821,France,Male,30,0,222650.65449227823,1,0,0,44497.65138636593,0,0,0.02,2.0,Low Risk
695,Spain,Male,37,2,58667.38506917415,2,0,0,162055.50109802978,0,0,0.0,0.0,Low Risk
303,Spain,Female,27,9,69067.4541377491,2,1,0,39987.54276753936,0,2,0.16,16.0,Low Risk
580,Spain,Female,69,10,78353.52681033796,3,0,1,116043.85210868515,0,1,0.02,2.0,Low Risk
514,France,Male,54,6,112937.51858481493,1,1,0,101597.0266434178,1,5,0.99,99.0,High Risk
719,Germany,Female,69,10,207260.79559479505,2,1,0,84539.59766187186,1,6,0.97,97.0,High Risk
400,France,Male,44,8,36092.472633727666,3,1,0,85198.01324457556,0,0,0.0,0.0,Low Risk
820,France,Female,51,8,175097.73351633918,3,1,1,140475.13968759557,0,0,0.0,0.0,Low Risk
608,Spain,Female,79,5,88200.0546378868,3,0,0,20576.370507614753,0,1,0.02,2.0,Low Risk
